compound_0,compound_0_role,compound_0_amount,compound_0_amount_grams,compound_1,compound_1_role,compound_1_amount,compound_1_amount_grams,compound_2,compound_2_role,compound_2_amount,compound_2_amount_grams,compound_3,compound_3_role,compound_3_amount,compound_3_amount_grams,compound_4,compound_4_role,compound_4_amount,compound_4_amount_grams,id,notes,labGroup,dirty,calculating,recalculate,reaction_ptr,user,performedBy,performedDateTime,insertedDateTime,recommendation,legacyRecommendedFlag,valid,public,duplicateOf,legacyID,legacyRef,convertedLegacyRef,reference,labBookPage
Sodium metavanadate,Inorg,0.75372,0.09190,Sodium oxalate,Ox,0.90598,0.12140,Piperazine,Org,1.10985,0.09560,Selenium dioxide,Inorg,6.79536,0.75400,Water,Solv,338.07938,6.09060,30649,,Norquist Oxide Lab,False,False,False,Reaction_30649,cfalk,,,2016-05-02 20:54:44,,False,True,True,,3640,jk266.1,jk266.1,jk266.1,
Sodium oxalate,Ox,0.80150,0.10740,Piperazine,Org,1.02046,0.08790,Sodium metavanadate,Inorg,1.05799,0.12900,Selenium dioxide,Inorg,5.96532,0.66190,Water,Solv,334.31585,6.02280,30650,,Norquist Oxide Lab,False,False,False,Reaction_30650,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3641,jk266.2,jk266.2,jk266.2,
Sodium oxalate,Ox,0.85673,0.11480,Piperazine,Org,1.14351,0.09850,Sodium metavanadate,Inorg,1.26385,0.15410,Selenium dioxide,Inorg,6.24380,0.69280,Water,Solv,337.11352,6.07320,30651,,Norquist Oxide Lab,False,False,False,Reaction_30651,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3642,jk266.3,jk266.3,jk266.3,
Sodium oxalate,Ox,0.91867,0.12310,Piperazine,Org,1.04600,0.09010,Sodium metavanadate,Inorg,1.51810,0.18510,Selenium dioxide,Inorg,6.87648,0.76301,Water,Solv,344.33528,6.20330,30652,,Norquist Oxide Lab,False,False,False,Reaction_30652,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3643,jk266.4,jk266.4,jk266.4,
Sodium oxalate,Ox,0.87315,0.11700,Piperazine,Org,1.02510,0.08830,Sodium metavanadate,Inorg,1.73216,0.21120,Selenium dioxide,Inorg,6.22308,0.69051,Water,Solv,335.75909,6.04880,30653,,Norquist Oxide Lab,False,False,False,Reaction_30653,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3644,jk266.5,jk266.5,jk266.5,
Sodium oxalate,Ox,0.75897,0.10170,Piperazine,Org,1.41401,0.12180,Sodium metavanadate,Inorg,2.03561,0.24820,Selenium dioxide,Inorg,6.49074,0.72020,Water,Solv,340.32195,6.13100,30654,,Norquist Oxide Lab,False,False,False,Reaction_30654,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3645,jk266.6,jk266.6,jk266.6,
Sodium oxalate,Ox,0.85225,0.11420,Piperazine,Org,0.98679,0.08500,Sodium metavanadate,Inorg,2.53016,0.30850,Selenium dioxide,Inorg,5.98064,0.66360,Water,Solv,338.58451,6.09970,30655,,Norquist Oxide Lab,False,False,False,Reaction_30655,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3646,jk266.7,jk266.7,jk266.7,
Sodium oxalate,Ox,0.76568,0.10260,Piperazine,Org,1.05064,0.09050,Sodium metavanadate,Inorg,3.02471,0.36880,Selenium dioxide,Inorg,5.94730,0.65991,Water,Solv,338.98418,6.10690,30656,,Norquist Oxide Lab,False,False,False,Reaction_30656,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3647,jk266.8,jk266.8,jk266.8,
Sodium oxalate,Ox,0.80001,0.10720,Piperazine,Org,1.00536,0.08660,Sodium metavanadate,Inorg,1.02765,0.12530,Selenium dioxide,Inorg,4.03035,0.44720,Water,Solv,336.69165,6.06560,30657,,Norquist Oxide Lab,False,False,False,Reaction_30657,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3648,jk266.9,jk266.9,jk266.9,
Sodium oxalate,Ox,0.80822,0.10830,Sodium metavanadate,Inorg,0.99402,0.12120,Piperazine,Org,1.24800,0.10750,Selenium dioxide,Inorg,5.98335,0.66391,Water,Solv,335.12628,6.03740,30658,,Norquist Oxide Lab,False,False,False,Reaction_30658,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3649,jk266.10,jk266.10,jk266.10,
Sodium oxalate,Ox,0.80374,0.10770,Piperazine,Org,1.00072,0.08620,Sodium metavanadate,Inorg,1.00878,0.12300,Selenium dioxide,Inorg,8.16525,0.90601,Water,Solv,336.69720,6.06570,30659,,Norquist Oxide Lab,False,False,False,Reaction_30659,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3650,jk266.11,jk266.11,jk266.11,
Sodium oxalate,Ox,0.78359,0.10500,Sodium metavanadate,Inorg,1.01370,0.12360,Piperazine,Org,1.22362,0.10540,Selenium dioxide,Inorg,10.19124,1.13081,Water,Solv,335.44269,6.04310,30660,,Norquist Oxide Lab,False,False,False,Reaction_30660,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3651,jk266.12,jk266.12,jk266.12,
Sodium oxalate,Ox,0.77837,0.10430,Piperazine,Org,1.11797,0.09630,Sodium metavanadate,Inorg,1.97656,0.24100,Selenium dioxide,Inorg,4.02134,0.44620,Water,Solv,339.18401,6.11050,30661,,Norquist Oxide Lab,False,False,False,Reaction_30661,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3652,jk266.13,jk266.13,jk266.13,
Sodium oxalate,Ox,0.83509,0.11190,Piperazine,Org,1.12842,0.09720,Sodium metavanadate,Inorg,2.07580,0.25310,Selenium dioxide,Inorg,6.05995,0.67240,Water,Solv,336.26422,6.05790,30662,,Norquist Oxide Lab,False,False,False,Reaction_30662,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3653,jk266.14,jk266.14,jk266.14,
Sodium oxalate,Ox,0.79330,0.10630,Piperazine,Org,1.21085,0.10430,Sodium metavanadate,Inorg,2.06596,0.25190,Selenium dioxide,Inorg,7.96968,0.88431,Water,Solv,335.55926,6.04520,30663,,Norquist Oxide Lab,False,False,False,Reaction_30663,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3654,jk266.15,jk266.15,jk266.15,
Sodium oxalate,Ox,0.85822,0.11500,Piperazine,Org,0.99492,0.08570,Sodium metavanadate,Inorg,2.05940,0.25110,Selenium dioxide,Inorg,9.93439,1.10231,Water,Solv,339.02304,6.10760,30664,,Norquist Oxide Lab,False,False,False,Reaction_30664,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3655,jk266.16,jk266.16,jk266.16,
Sodium metavanadate,Inorg,1.00222,0.12220,Sodium oxalate,Ox,1.04852,0.14050,"N-Ethyl-N,N'-dimethyl-1,2-ethanediamine",Org,1.09889,0.12770,Selenium dioxide,Inorg,9.17104,1.01761,Water,Solv,349.45878,6.29560,30665,,Norquist Oxide Lab,False,False,False,Reaction_30665,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3656,jk267.1,jk267.1,jk267.1,
Sodium oxalate,Ox,1.01643,0.13620,Sodium metavanadate,Inorg,1.02191,0.12460,"N-Ethyl-N,N'-dimethyl-1,2-ethanediamine",Org,1.03779,0.12060,Selenium dioxide,Inorg,7.96608,0.88391,Water,Solv,349.78074,6.30140,30666,,Norquist Oxide Lab,False,False,False,Reaction_30666,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3657,jk267.2,jk267.2,jk267.2,
Sodium metavanadate,Inorg,1.03093,0.12570,Sodium oxalate,Ox,1.04852,0.14050,"1,2-Diaminopropane",Org,1.24111,0.09200,Selenium dioxide,Inorg,8.39507,0.93151,Water,Solv,334.74882,6.03060,30667,,Norquist Oxide Lab,False,False,False,Reaction_30667,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3658,jk267.3,jk267.3,jk267.3,
"1,2-Diaminopropane",Org,0.99964,0.07410,Sodium metavanadate,Inorg,1.00878,0.12300,Sodium oxalate,Ox,1.06419,0.14260,Selenium dioxide,Inorg,8.03728,0.89181,Water,Solv,338.34027,6.09530,30668,,Norquist Oxide Lab,False,False,False,Reaction_30668,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3659,jk267.4,jk267.4,jk267.4,
Sodium metavanadate,Inorg,1.00632,0.12270,(R)-2-methylpiperazine,Org,1.05027,0.10520,Sodium oxalate,Ox,1.08360,0.14520,Selenium dioxide,Inorg,7.99762,0.88741,Water,Solv,333.34444,6.00530,30669,,Norquist Oxide Lab,False,False,False,Reaction_30669,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3660,jk267.5,jk267.5,jk267.5,
Sodium oxalate,Ox,1.00972,0.13530,Sodium metavanadate,Inorg,1.02519,0.12500,(R)-2-methylpiperazine,Org,1.06025,0.10620,Selenium dioxide,Inorg,7.99221,0.88681,Water,Solv,353.53317,6.36901,30670,,Norquist Oxide Lab,False,False,False,Reaction_30670,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3661,jk267.6,jk267.6,jk267.6,
Sodium metavanadate,Inorg,1.01042,0.12320,Sodium oxalate,Ox,1.03285,0.13840,(2S)-2-Methylpiperazine,Org,1.34378,0.13460,Selenium dioxide,Inorg,8.05981,0.89431,Water,Solv,334.95420,6.03430,30671,,Norquist Oxide Lab,False,False,False,Reaction_30671,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3662,jk267.7,jk267.7,jk267.7,
Sodium oxalate,Ox,1.03957,0.13930,Sodium metavanadate,Inorg,1.04897,0.12790,(2S)-2-Methylpiperazine,Org,1.05426,0.10560,Selenium dioxide,Inorg,8.35632,0.92721,Water,Solv,333.05579,6.00010,30672,,Norquist Oxide Lab,False,False,False,Reaction_30672,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3663,jk267.8,jk267.8,jk267.8,
"N-Ethyl-N,N'-dimethyl-1,2-ethanediamine",Org,0.90269,0.10490,Sodium metavanadate,Inorg,0.98992,0.12070,Sodium oxalate,Ox,1.00748,0.13500,Selenium dioxide,Inorg,9.99838,1.10941,Water,Solv,334.23258,6.02130,30673,,Norquist Oxide Lab,False,False,False,Reaction_30673,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3664,jk270.1,jk270.1,jk270.1,
Sodium metavanadate,Inorg,0.99402,0.12120,Sodium oxalate,Ox,1.01046,0.13540,methylpiperazine,Org,1.06225,0.10640,Selenium dioxide,Inorg,10.04524,1.11461,Water,Solv,335.24840,6.03960,30674,,Norquist Oxide Lab,False,False,False,Reaction_30674,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3665,jk270.2,jk270.2,jk270.2,
(R)-2-methylpiperazine,Org,1.01033,0.10120,Sodium oxalate,Ox,1.03434,0.13860,Sodium metavanadate,Inorg,1.04159,0.12700,Selenium dioxide,Inorg,10.15249,1.12651,Water,Solv,339.63919,6.11870,30675,,Norquist Oxide Lab,False,False,False,Reaction_30675,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3666,jk270.3,jk270.3,jk270.3,
Sodium metavanadate,Inorg,1.01617,0.12390,Sodium oxalate,Ox,1.08882,0.14590,(R)-2-methylpiperazine,Org,1.99271,0.19959,Selenium dioxide,Inorg,9.92538,1.10131,Water,Solv,333.41660,6.00660,30676,,Norquist Oxide Lab,False,False,False,Reaction_30676,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3667,jk270.4,jk270.4,jk270.4,
(2S)-2-Methylpiperazine,Org,0.95742,0.09590,Sodium oxalate,Ox,0.99927,0.13390,Sodium metavanadate,Inorg,1.04241,0.12710,Selenium dioxide,Inorg,9.93799,1.10271,Water,Solv,343.70247,6.19190,30677,,Norquist Oxide Lab,False,False,False,Reaction_30677,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3668,jk270.5,jk270.5,jk270.5,
Sodium metavanadate,Inorg,1.00960,0.12310,Sodium oxalate,Ox,1.05151,0.14090,(2S)-2-Methylpiperazine,Org,1.15310,0.11550,Selenium dioxide,Inorg,10.55354,1.17101,Water,Solv,336.68609,6.06550,30678,,Norquist Oxide Lab,False,False,False,Reaction_30678,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3669,jk270.6,jk270.6,jk270.6,
Sodium metavanadate,Inorg,1.02683,0.12520,Sodium oxalate,Ox,1.02688,0.13760,"N,N′-dimethylethylenediamine",Org,1.26143,0.11120,Selenium dioxide,Inorg,10.15339,1.12661,Water,Solv,337.75187,6.08470,30679,,Norquist Oxide Lab,False,False,False,Reaction_30679,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3670,jk270.7,jk270.7,jk270.7,
"1,4-Dimethylpiperazine",Org,0.99219,0.11330,Sodium metavanadate,Inorg,0.99894,0.12180,Sodium oxalate,Ox,1.04778,0.14040,Selenium dioxide,Inorg,10.00018,1.10961,Water,Solv,339.79462,6.12150,30680,,Norquist Oxide Lab,False,False,False,Reaction_30680,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3671,jk270.8,jk270.8,jk270.8,
Sodium metavanadate,Inorg,1.00386,0.12240,"N,N′-dimethylethylenediamine",Org,1.06632,0.09400,Sodium oxalate,Ox,1.06718,0.14300,Selenium dioxide,Inorg,9.95782,1.10491,Water,Solv,335.12628,6.03740,30681,,Norquist Oxide Lab,False,False,False,Reaction_30681,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3672,jk270.9,jk270.9,jk270.9,
Sodium metavanadate,Inorg,0.99156,0.12090,TMEDA,Org,0.99821,0.11600,Sodium oxalate,Ox,1.12688,0.15100,Selenium dioxide,Inorg,9.99567,1.10911,Water,Solv,333.11685,6.00120,30682,,Norquist Oxide Lab,False,False,False,Reaction_30682,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3673,jk270.10,jk270.10,jk270.10,
Ammonium metavanadate,Inorg,0.47530,0.05560,Piperazine,Org,1.07386,0.09250,Selenium dioxide,Inorg,6.04553,0.67080,Water,Solv,360.84929,6.50081,?,?,?,?,30683," pH adjusting reagent used: Malonic acid (malH2), 0.1035g",Norquist Oxide Lab,False,False,False,Reaction_30683,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3674,jk272.1,jk272.1,jk272.1,
Ammonium metavanadate,Inorg,0.98907,0.11570,Piperazine,Org,1.04367,0.08990,Selenium dioxide,Inorg,6.02841,0.66891,Water,Solv,341.06023,6.14430,?,?,?,?,30684," pH adjusting reagent used: Malonic acid (malH2), 0.1125g",Norquist Oxide Lab,False,False,False,Reaction_30684,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3675,jk272.2,jk272.2,jk272.2,
Piperazine,Org,1.08315,0.09330,Ammonium metavanadate,Inorg,1.52422,0.17830,Selenium dioxide,Inorg,5.98335,0.66391,Water,Solv,339.76686,6.12100,?,?,?,?,30685," pH adjusting reagent used: Malonic acid (malH2), 0.1064g",Norquist Oxide Lab,False,False,False,Reaction_30685,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3676,jk272.3,jk272.3,jk272.3,
Piperazine,Org,1.06341,0.09160,Ammonium metavanadate,Inorg,2.01576,0.23580,Selenium dioxide,Inorg,6.03201,0.66930,Water,Solv,334.25479,6.02170,?,?,?,?,30686," pH adjusting reagent used: Malonic acid (malH2), 0.1065g",Norquist Oxide Lab,False,False,False,Reaction_30686,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3677,jk272.4,jk272.4,jk272.4,
Piperazine,Org,1.11797,0.09630,Ammonium metavanadate,Inorg,2.70222,0.31610,Selenium dioxide,Inorg,5.97974,0.66350,Water,Solv,333.80516,6.01360,?,?,?,?,30687," pH adjusting reagent used: Malonic acid (malH2), 0.1126g",Norquist Oxide Lab,False,False,False,Reaction_30687,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3678,jk272.5,jk272.5,jk272.5,
Oxovanadium(2+) sulfate,Inorg,0.55213,0.09000,Piperazine,Org,0.96821,0.08340,Selenium dioxide,Inorg,6.17982,0.68571,Water,Solv,345.40661,6.22260,?,?,?,?,30688," pH adjusting reagent used: Malonic acid (malH2), 0.1172g",Norquist Oxide Lab,False,False,False,Reaction_30688,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3679,jk272.6,jk272.6,jk272.6,
Oxovanadium(2+) sulfate,Inorg,1.01531,0.16550,Piperazine,Org,1.16557,0.10040,Selenium dioxide,Inorg,5.99146,0.66481,Water,Solv,354.55454,6.38741,?,?,?,?,30689," pH adjusting reagent used: Malonic acid (malH2), 0.1089g",Norquist Oxide Lab,False,False,False,Reaction_30689,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3680,jk272.7,jk272.7,jk272.7,
Piperazine,Org,1.05644,0.09100,Oxovanadium(2+) sulfate,Inorg,1.47052,0.23970,Selenium dioxide,Inorg,6.36908,0.70671,Water,Solv,346.35581,6.23970,?,?,?,?,30690," pH adjusting reagent used: Malonic acid (malH2), 0.1188g",Norquist Oxide Lab,False,False,False,Reaction_30690,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3681,jk272.8,jk272.8,jk272.8,
Piperazine,Org,1.14351,0.09850,Oxovanadium(2+) sulfate,Inorg,2.04535,0.33340,Selenium dioxide,Inorg,6.09240,0.67601,Water,Solv,346.90536,6.24960,?,?,?,?,30691," pH adjusting reagent used: Malonic acid (malH2), 0.1151g",Norquist Oxide Lab,False,False,False,Reaction_30691,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3682,jk272.9,jk272.9,jk272.9,
Piperazine,Org,1.14932,0.09900,Oxovanadium(2+) sulfate,Inorg,2.74042,0.44670,Selenium dioxide,Inorg,7.10449,0.78831,Water,Solv,356.41965,6.42101,?,?,?,?,30692," pH adjusting reagent used: Malonic acid (malH2), 0.1098g",Norquist Oxide Lab,False,False,False,Reaction_30692,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3683,jk272.10,jk272.10,jk272.10,
Potassium oxido(dioxo)vanadium,Inorg,0.46871,0.06470,Piperazine,Org,0.98911,0.08520,Selenium dioxide,Inorg,5.96983,0.66241,Water,Solv,338.52900,6.09870,?,?,?,?,30693," pH adjusting reagent used: Malonic acid (malH2), 0.1052g",Norquist Oxide Lab,False,False,False,Reaction_30693,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3684,jk272.11,jk272.11,jk272.11,
Potassium oxido(dioxo)vanadium,Inorg,0.97148,0.13410,Piperazine,Org,1.18879,0.10240,Selenium dioxide,Inorg,6.07167,0.67371,Water,Solv,344.74049,6.21060,?,?,?,?,30694," pH adjusting reagent used: Malonic acid (malH2), 0.1025g",Norquist Oxide Lab,False,False,False,Reaction_30694,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3685,jk272.12,jk272.12,jk272.12,
Piperazine,Org,1.13539,0.09780,Potassium oxido(dioxo)vanadium,Inorg,1.46265,0.20190,Selenium dioxide,Inorg,6.11943,0.67900,Water,Solv,335.52595,6.04460,?,?,?,?,30695," pH adjusting reagent used: Malonic acid (malH2), 0.1106g",Norquist Oxide Lab,False,False,False,Reaction_30695,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3686,jk272.13,jk272.13,jk272.13,
Piperazine,Org,1.16789,0.10060,Potassium oxido(dioxo)vanadium,Inorg,2.01323,0.27790,Selenium dioxide,Inorg,6.20866,0.68891,Water,Solv,341.92062,6.15980,?,?,?,?,30696," pH adjusting reagent used: Malonic acid (malH2), 0.1054g",Norquist Oxide Lab,False,False,False,Reaction_30696,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3687,jk272.14,jk272.14,jk272.14,
Piperazine,Org,0.97170,0.08370,Potassium oxido(dioxo)vanadium,Inorg,2.52469,0.34850,Selenium dioxide,Inorg,6.47092,0.71801,Water,Solv,342.52012,6.17060,?,?,?,?,30697," pH adjusting reagent used: Malonic acid (malH2), 0.1025g",Norquist Oxide Lab,False,False,False,Reaction_30697,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3688,jk272.15,jk272.15,jk272.15,
Sodium metavanadate,Inorg,1.08670,0.13250,Piperazine,Org,1.12262,0.09670,Selenium dioxide,Inorg,8.05800,0.89411,Water,Solv,513.79961,9.25625,?,?,?,?,30698," pH adjusting reagent used: Malonic acid (malH2), 0.0332g",Norquist Oxide Lab,False,False,False,Reaction_30698,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3689,jk275.1,jk275.1,jk275.1,
Sodium metavanadate,Inorg,1.09654,0.13370,Piperazine,Org,1.55216,0.13370,Selenium dioxide,Inorg,8.76458,0.97251,Water,Solv,512.89481,9.23995,?,?,?,?,30699," pH adjusting reagent used: Malonic acid (malH2), 0.0633g",Norquist Oxide Lab,False,False,False,Reaction_30699,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3690,jk275.2,jk275.2,jk275.2,
Sodium metavanadate,Inorg,1.00468,0.12250,Piperazine,Org,1.05528,0.09090,Selenium dioxide,Inorg,6.91523,0.76731,Water,Solv,519.10075,9.35176,?,?,?,?,30700," pH adjusting reagent used: Malonic acid (malH2), 0.0869g",Norquist Oxide Lab,False,False,False,Reaction_30700,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3691,jk275.3,jk275.3,jk275.3,
Piperazine,Org,0.96937,0.08350,Sodium metavanadate,Inorg,1.01206,0.12340,Selenium dioxide,Inorg,6.36908,0.70671,Water,Solv,503.89120,9.07775,?,?,?,?,30701," pH adjusting reagent used: Malonic acid (malH2), 0.1282g",Norquist Oxide Lab,False,False,False,Reaction_30701,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3692,jk275.4,jk275.4,jk275.4,
Sodium metavanadate,Inorg,1.01534,0.12380,Piperazine,Org,1.15861,0.09980,Selenium dioxide,Inorg,6.54572,0.72631,Water,Solv,502.12046,9.04585,?,?,?,?,30702," pH adjusting reagent used: Malonic acid (malH2), 0.1525g",Norquist Oxide Lab,False,False,False,Reaction_30702,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3693,jk275.5,jk275.5,jk275.5,
Sodium metavanadate,Inorg,1.02437,0.12490,Piperazine,Org,1.04716,0.09020,Selenium dioxide,Inorg,6.54842,0.72660,Water,Solv,532.87816,9.59996,?,?,?,?,30703," pH adjusting reagent used: Malonic acid (malH2), 0.172g",Norquist Oxide Lab,False,False,False,Reaction_30703,cfalk,,,2016-05-02 20:54:45,,False,True,True,,3694,jk275.6,jk275.6,jk275.6,
Piperazine,Org,1.02278,0.08810,Disodium malonate,Inorg,1.10387,0.16340,Oxovanadium(2+) sulfate,Inorg,2.10363,0.34290,Selenium dioxide,Inorg,7.99492,0.88711,Water,Solv,174.19373,3.13815,30720,,Norquist Oxide Lab,False,False,False,Reaction_30720,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3711,jk280.1,jk280.1,jk280.1,
Piperazine,Org,1.07734,0.09280,Disodium malonate,Inorg,1.08698,0.16090,Oxovanadium(2+) sulfate,Inorg,2.03431,0.33160,Selenium dioxide,Inorg,8.08414,0.89701,Water,Solv,223.15293,4.02017,30721,,Norquist Oxide Lab,False,False,False,Reaction_30721,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3712,jk280.2,jk280.2,jk280.2,
Piperazine,Org,1.18763,0.10230,Disodium malonate,Inorg,1.35788,0.20100,Oxovanadium(2+) sulfate,Inorg,2.01897,0.32910,Selenium dioxide,Inorg,8.10847,0.89971,Water,Solv,278.68443,5.02058,30722,,Norquist Oxide Lab,False,False,False,Reaction_30722,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3713,jk280.3,jk280.3,jk280.3,
Piperazine,Org,1.12958,0.09730,Disodium malonate,Inorg,1.16872,0.17300,Oxovanadium(2+) sulfate,Inorg,2.02388,0.32990,Selenium dioxide,Inorg,7.94535,0.88161,Water,Solv,335.93117,6.05190,30723,,Norquist Oxide Lab,False,False,False,Reaction_30723,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3714,jk280.4,jk280.4,jk280.4,
2-Methylpiperazine,Org,0.92048,0.09220,Disodium malonate,Inorg,1.11265,0.16470,Oxovanadium(2+) sulfate,Inorg,1.98339,0.32330,Selenium dioxide,Inorg,8.08414,0.89701,Water,Solv,168.93700,3.04345,30728,,Norquist Oxide Lab,False,False,False,Reaction_30728,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3719,jk280.9,jk280.9,jk280.9,
2-Methylpiperazine,Org,0.95043,0.09520,Disodium malonate,Inorg,1.11400,0.16490,Oxovanadium(2+) sulfate,Inorg,1.95946,0.31940,Selenium dioxide,Inorg,8.01114,0.88891,Water,Solv,228.35415,4.11387,30729,,Norquist Oxide Lab,False,False,False,Reaction_30729,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3720,jk280.10,jk280.10,jk280.10,
2-Methylpiperazine,Org,1.00534,0.10070,Disodium malonate,Inorg,1.13427,0.16790,Oxovanadium(2+) sulfate,Inorg,2.05026,0.33420,Selenium dioxide,Inorg,7.94895,0.88201,Water,Solv,291.84013,5.25759,30730,,Norquist Oxide Lab,False,False,False,Reaction_30730,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3721,jk280.11,jk280.11,jk280.11,
Disodium malonate,Inorg,1.13292,0.16770,2-Methylpiperazine,Org,1.79504,0.17980,Oxovanadium(2+) sulfate,Inorg,1.95455,0.31860,Selenium dioxide,Inorg,8.80874,0.97741,Water,Solv,336.84152,6.06830,30731,,Norquist Oxide Lab,False,False,False,Reaction_30731,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3722,jk280.12,jk280.12,jk280.12,
2-Methylpiperazine,Org,0.99835,0.10000,Sodium oxalate,Ox,1.02539,0.13740,Sodium metavanadate,Inorg,1.03257,0.12590,Selenium dioxide,Inorg,10.23540,1.13571,Water,Solv,368.48626,6.63839,30736,,Norquist Oxide Lab,False,False,False,Reaction_30736,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3727,jk283.1,jk283.1,jk283.1,
Sodium metavanadate,Inorg,1.01288,0.12350,Sodium oxalate,Ox,1.02016,0.13670,(R)-2-methylpiperazine,Org,1.05526,0.10570,Selenium dioxide,Inorg,9.24945,1.02631,Water,Solv,362.99195,6.53941,30737,,Norquist Oxide Lab,False,False,False,Reaction_30737,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3728,jk283.2,jk283.2,jk283.2,
Sodium metavanadate,Inorg,1.02765,0.12530,Sodium oxalate,Ox,1.07166,0.14360,(2S)-2-Methylpiperazine,Org,1.18604,0.11880,Selenium dioxide,Inorg,8.17607,0.90721,Water,Solv,337.08576,6.07270,30738,,Norquist Oxide Lab,False,False,False,Reaction_30738,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3729,jk283.3,jk283.3,jk283.3,
Sodium metavanadate,Inorg,1.08424,0.13220,Piperazine,Org,1.13190,0.09750,Selenium dioxide,Inorg,7.98410,0.88591,Water,Solv,333.30558,6.00460,?,?,?,?,30739," pH adjusting reagent used: Squaric acid (squH2), 0.1161g",Norquist Oxide Lab,False,False,False,Reaction_30739,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3730,jk284.1,jk284.1,jk284.1,
Sodium metavanadate,Inorg,0.99648,0.12150,2-Methylpiperazine,Org,1.44661,0.14490,Selenium dioxide,Inorg,8.09676,0.89841,Water,Solv,336.42520,6.06080,?,?,?,?,30740," pH adjusting reagent used: Squaric acid (squH2), 0.1298g",Norquist Oxide Lab,False,False,False,Reaction_30740,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3731,jk284.2,jk284.2,jk284.2,
Sodium metavanadate,Inorg,0.99730,0.12160,"2,5-Dimethylpiperazine",Org,1.02284,0.11680,Selenium dioxide,Inorg,8.11028,0.89991,Water,Solv,336.51402,6.06240,?,?,?,?,30741," pH adjusting reagent used: Squaric acid (squH2), 0.1169g",Norquist Oxide Lab,False,False,False,Reaction_30741,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3732,jk284.3,jk284.3,jk284.3,
